assignment_id,split,protocol_id,seed,partition_key,prompt_sha256,is_reserve,matrix_id,hc_id,hd_id,ot_id
CBV15C-0012,Train,CB12_PARTITION_V1,12026,ccd887b4b00c4f6ee48ba4fd68796b0c2aab6743e20a9acb14a0f0d270e78489,e47867ab47aa01fdc20ad54fa023b5e4d8ae7c4046f9947779043c38e8ee9e4e,False,V15C-HC6-HD1-OT10,HC6,HD1,OT10
CBV15C-0013,Train,CB12_PARTITION_V1,12026,58f592b2754b05ef668f8ea11fadcc7e36fd3932f531243626fed82c01d369d9,35cf79ee7d7b3a6992f007a1b347eda2e118175b0ebc864ed6bba5d31dfd6a5c,False,V15C-HC2-HD2-OT3,HC2,HD2,OT3
CBV15C-0014,Train,CB12_PARTITION_V1,12026,8f476872d34a52cd8f776cb60bc3a1d919b08061177e24a8b4bd05f0a0ed0a85,a0a69969d9e145b60e29f67e4ce68036259170f0aac3fa927882933627cd3ec3,False,V15C-HC1-HD6-OT5,HC1,HD6,OT5
CBV15C-0015,Train,CB12_PARTITION_V1,12026,95848e10a73b89ba5b8ed7abc907acafb42b39eb395c795884aa902bf90163bf,7516d239dcdc01f1a07769981b9ed1082f77e84a53ce0c9c9a726cbfcc0fa7cc,False,V15C-HC8-HD7-OT8,HC8,HD7,OT8
CBV15C-0016,Test4,CB12_PARTITION_V1,12026,0ac1a1f346071b1ca1bdfdc21281d43bb23f3bee732d469bdc9e282b2886db6a,722a96dd528b171ea6771c3076c80bb5a024d7e12624ff97924a1b1de82dae66,False,V15C-HC7-HD3-OT6,HC7,HD3,OT6
CBV15C-0017,Test3,CB12_PARTITION_V1,12026,f95fdd0b21f2b4e13c40103e305927928e12187af63a03e7e382c9601ea10321,02ea2462afc7c595c9ca511f423d5985260470b41eaca7fa26b43d5f631d908d,False,V15C-HC4-HD8-OT6,HC4,HD8,OT6
CBV15C-0018,Test1,CB12_PARTITION_V1,12026,084f3c0e0f251a5daaad06b0e2959c3a22688e5a5ab3c67462b1ccfbd7330de1,499769a0ab63a3fcf710f64bbdedd125961c2cd9da4efc2f944a0420fb0a4e04,False,V15C-HC3-HD1-OT1,HC3,HD1,OT1
CBV15C-0019,Train,CB12_PARTITION_V1,12026,a9c71896d3f0c60c302eb7da9d6481fd8f3bd95fb0d251827afdfd9cfaa3b3bd,495e80bcbc27ddf6fa0d72f0afbb6da6c22d66f2c433a94b6051c90a9ef7fb0e,False,V15C-HC9-HD5-OT6,HC9,HD5,OT6
CBV15C-0020,Train,CB12_PARTITION_V1,12026,2107c95e5ec2d254b474f1cb5688ce5b24be973bf6d589af65b7a1e0ef606fe4,a57303e40e2101ac6c6f9eee93f027187c03062997344474a19f7f8a38820060,False,V15C-HC5-HD4-OT15,HC5,HD4,OT15
CBV15C-0021,Train,CB12_PARTITION_V1,12026,126c7d6f7a5b7d68f1ab80d75e7d5d13e98d33c89b038fd6eb498419035a431e,2683f2e41585681e6c5cdbc0f44f9ee23ac823698ca96b54d0fb40d553c30bfc,False,V15C-HC2-HD2-OT4,HC2,HD2,OT4
CBV15C-0022,Train,CB12_PARTITION_V1,12026,04a2d95f32e7d9e2b4a786e939d53f478aecc1e47ce35cc962784c9cd6d89da6,f0e040e59aa9085e9667b7c21390cc120887eab5ec9a776f876aa2503f1b4c8b,False,V15C-HC6-HD3-OT8,HC6,HD3,OT8
CBV15C-0023,Train,CB12_PARTITION_V1,12026,71bad7904a39fc398d06c024c8a367d1ab05c47c4d4ef05b6ca56608de8e1660,bef201433148219f52b8cffe7b2e541ffe91a6b5d9ad0451f3d4bf1a95b59c49,False,V15C-HC3-HD4-OT15,HC3,HD4,OT15
CBV15C-0024,Test2,CB12_PARTITION_V1,12026,6960ee38530b9bc1a785c700a5f96ec2cc22526c5388742110e84161b0ec6c39,ae1a69f42800cb2a7e246c5f2178e5841f926c85c869581fd2420dcda1b4f0bf,False,V15C-HC1-HD1-OT5,HC1,HD1,OT5
CBV15C-0025,Train,CB12_PARTITION_V1,12026,7d458db068214313d15f1142ba60882162f9ca771c56e6e0078d5c6142060b9d,cb09427e5bb1d1e128cc640f9d93a93cafbd6361f17bb7bd4a910252607ee069,False,V15C-HC7-HD2-OT8,HC7,HD2,OT8
CBV15C-0026,Test1,CB12_PARTITION_V1,12026,a20684ec3ac4e3cbc3f5f5fc47eef1e01cb6c30fc98ccb388ec85de1f74b6877,e73c36d2597a92c40a7ff95fead3a65b53ecae0da5d9f5fac4f7d586aca732e4,False,V15C-HC8-HD6-OT12,HC8,HD6,OT12
CBV15C-0028,Train,CB12_PARTITION_V1,12026,f9b6f1f0e939e24f4145cefe753f56c1dd2b93a1f8d88adc9b622393adaa9cf6,f4a7298e03e30e70a89e07f7e988ff06091bc7a6f050a50356cc17317dcf372b,False,V15C-HC9-HD5-OT2,HC9,HD5,OT2
CBV15C-0029,Train,CB12_PARTITION_V1,12026,08ac04ba247dd7cc9375a8a9eba08d4dca95514bde7ff24d5ebb952735ec78b2,59b6be7788b97728b7ff67e7b320320b7e7de92584548532e653cab9a1b0211d,False,V15C-HC4-HD3-OT9,HC4,HD3,OT9
CBV15C-0030,Train,CB12_PARTITION_V1,12026,7aff98b2ef3c97db955357e39de49d571eaf124aa790bfbfb096b1f8e6c8c8d1,1b66b61434c18870068fae49695ef8e5e43deaf26cdbaad0dbf31b84f45262c2,False,V15C-HC3-HD8-OT2,HC3,HD8,OT2
CBV15C-0031,Train,CB12_PARTITION_V1,12026,2ffebb57f6b2fdf2eb7cdc7db87a704da13c85a17435f49e5b81a6188d9b0928,b7a5c35cddb5f0f1ce8ef9a3990413db020ffd49ffee663b47b8c1b032fefc13,False,V15C-HC2-HD2-OT5,HC2,HD2,OT5
CBV15C-0032,Train,CB12_PARTITION_V1,12026,1ffad1cfecb644c55f41f9a2bd4f97b828ce1389cb899387224d9cdd914c184d,2255bbdda47814430046a41324c7d23b448894eadcc391226ad7791c53d1b423,False,V15C-HC6-HD1-OT15,HC6,HD1,OT15
CBV15C-0033,Test3,CB12_PARTITION_V1,12026,309097e755d1bbfab40c661d45a999ede193ad0721f3243b6a6799a529c2f927,dc1c7819da5c97ff475f8dd1eb161bf6f8cc882f8865d65aceae10e6fb48fad6,False,V15C-HC5-HD4-OT7,HC5,HD4,OT7
CBV15C-0034,Train,CB12_PARTITION_V1,12026,d40a28fdad57093570f12a7afe64cda39a912230078f7df20bde4dbc711bad41,e4fb41bc3d5193582cbf086e8d058c389e3356b09dc710bc227274853bd13be0,False,V15C-HC1-HD3-OT6,HC1,HD3,OT6
CBV15C-0035,Test2,CB12_PARTITION_V1,12026,e164b31b7ade14e6d87258b56aec8b6ccba5ded2c08c48896da91f3a90658f98,b52382246764401daab1b90fe05713ddc2d08918f87da909653cb7e4b9d950c2,False,V15C-HC8-HD6-OT12,HC8,HD6,OT12
CBV15C-0036,Test1,CB12_PARTITION_V1,12026,ae5f3d1ddcb9199828d239c82a92f27aa2da261651179d418054ad21a2941539,c41e4441c0d389fe7d2f2e1016b96fb001a8beaccabd21340441e534a8a5679e,False,V15C-HC7-HD3-OT11,HC7,HD3,OT11
CBV15C-0037,Test4,CB12_PARTITION_V1,12026,d9432586a5838b4409ee73162e69f7690714b23f4896f4f43e13319bd64e194b,55537ce9c17b69711b2cc03db756ede5270ee6db5801c4ebe5aba7a8bc46928c,False,V15C-HC3-HD1-OT2,HC3,HD1,OT2
CBV15C-0038,Test4,CB12_PARTITION_V1,12026,9c488039fd8b6009b24c694ac42ec4e6b47408a76d2beb6ae8aced5be6e48873,58fc657c3c582ab594cfe7773ddf5dc11f0efc6dc2e9949d5f8e3d6b45967aa4,False,V15C-HC6-HD4-OT6,HC6,HD4,OT6
CBV15C-0039,Train,CB12_PARTITION_V1,12026,9a117d12ae83aedd80ba98c979455a447f5ff8abacf2dd4662c54d62429276ad,8dce895488f36cd4750f7c1b5a433505c11ac6852c143df3cfd9a4f5c3f25edf,False,V15C-HC2-HD2-OT4,HC2,HD2,OT4
CBV15C-0040,Train,CB12_PARTITION_V1,12026,0b1dfc2dd4955779c0b37f5f617e3713fc2356830d26c269851657c22322b718,1d3ffedc851401c6dadc33bd840be9df905b152ae303377e0b4cd01702e9a1d5,False,V15C-HC5-HD7-OT15,HC5,HD7,OT15
CBV15C-0041,Test1,CB12_PARTITION_V1,12026,c2594809e99a162bdffaa5d6c21c0722d7daa96cd0dae6b9088573a0598f461a,548dfa34e29a0dacd2b6249260d08d1a8952386a53f1d7d718a30018c02b8de1,False,V15C-HC3-HD8-OT14,HC3,HD8,OT14
CBV15C-0043,Test2,CB12_PARTITION_V1,12026,ba411c33cdb8bb8efc4a8ca1fe56b8629b7a7914eef13f8fd687f95820d6c3cc,2079bd03e5a09c2c55c9312374dcaf24372316c739db74fbb1a6b19c6ff6cbe0,False,V15C-HC9-HD5-OT8,HC9,HD5,OT8
CBV15C-0044,Train,CB12_PARTITION_V1,12026,30aaf5439a0d01616a4d6d292c359e759a890994ffb21b9f0608118fb1d6b71e,7568b47541b23ae69515b57fd978d32fdbed04b31d3efa450cb267ef542f2d45,False,V15C-HC1-HD2-OT5,HC1,HD2,OT5
CBV15C-0045,Test3,CB12_PARTITION_V1,12026,b03631aa2425c58784f4bb1e33919f156dac79a0a2ce3fdf37ea19dd2aed74ea,f4503482e94e3a8c1ad2a479c3e5f4067b67c9d17180bf75b9a2f7a773114357,False,V15C-HC7-HD6-OT8,HC7,HD6,OT8
CBV15C-0046,Test4,CB12_PARTITION_V1,12026,dfdffee6799492496e9a8766609924d842e48a05a56f2b3f76dd780c56bf1b61,f12cd280934fa88e06170ad5d2efee49a21eac1a6d82efba9bbaa93cb5a53e8e,False,V15C-HC8-HD4-OT5,HC8,HD4,OT5
CBV15C-0047,Train,CB12_PARTITION_V1,12026,944cc439bc198ee255cd827b7c384405e085ed03c84a36a072956ce930a7e25f,fae4c895fb4f44a68dbe8a733b03936baa1ccaf363d4b2cd1678dcaeae642a54,False,V15C-HC2-HD1-OT15,HC2,HD1,OT15
CBV15C-0049,Train,CB12_PARTITION_V1,12026,be013a167d0b090526be7478dd1c6d1cdf62e400cb5aa618975f00cb7ed1041f,55a79f03431e474e635e3a12586eb36bd8c291f804cab6ff68852d3f584f0134,False,V15C-HC5-HD7-OT7,HC5,HD7,OT7
CBV15C-0050,Test3,CB12_PARTITION_V1,12026,2170ee390a656e1a597c046a2cf3637e1794b0b6f5e1fcec2631964b4f9b90fe,8a40933017643239d3f8674e367fd0dbf6032bae73e8ab994fd188fad46b9713,False,V15C-HC3-HD2-OT1,HC3,HD2,OT1
CBV15C-0052,Train,CB12_PARTITION_V1,12026,900a2961f859764a8389fc78d72a3a611c1be3cc4848b987067b7e8afd2f303e,329a036366697e1febb98ca186d104180d0da44167415001c4d5c8f284b62bfc,False,V15C-HC5-HD1-OT6,HC5,HD1,OT6
CBV15C-0053,Train,CB12_PARTITION_V1,12026,6a3a3a25ec93af4e5d3f4e122402ad233f986d6d54ecb1242b061e53f1b9a8dc,c914ac9657a268e3e9cdea1ef29daa3da700775aee8e30bac29a3c6ade108f26,False,V15C-HC4-HD3-OT14,HC4,HD3,OT14
CBV15C-0054,Train,CB12_PARTITION_V1,12026,ace3a3eceff71d891c9d90616c39980ca666ae914326db0482b08e82f18e5849,e52f4c5e117bc0c238bcbbce9554d174f9ef95a380269e669249c221bb7c0f46,False,V15C-HC2-HD8-OT3,HC2,HD8,OT3
CBV15C-0056,Test1,CB12_PARTITION_V1,12026,be2b0a224523c91481a313f0272750a8178d88919b535431ccf40fc0cbde5092,439a9c1f47da835054b31070b952d6faa627d8cd29c6c78e7b2abe81fcb7061b,False,V15C-HC3-HD4-OT15,HC3,HD4,OT15
CBV15C-0057,Train,CB12_PARTITION_V1,12026,5aa2e1b125eabf15fbbe8f4dc877afc590ecce27707d4ba849e59437361b2f17,a4c0349cd4003a8231a67c21e4951877d5acfc9d33c27fe800642cb1d4bfc238,False,V15C-HC9-HD6-OT11,HC9,HD6,OT11
CBV15C-0059,Test4,CB12_PARTITION_V1,12026,80427472ed48562f514c9a7c9213cbe0b9e9c4e59b5611c5c1b2dc5228178c82,3620f1ac6935b2bf590700f8376cd70ef443b1c951e98d3eecceccd630f0d7af,False,V15C-HC8-HD1-OT8,HC8,HD1,OT8
CBV15C-0060,Train,CB12_PARTITION_V1,12026,bab74f260c38a76e62d9ae03086c843a4e8e1a2d641fa55cfc755c4dd42f6b36,0e536566d02618fb716d79185a43714dc6ef38d6845c71a5c87987731646e85b,False,V15C-HC3-HD3-OT3,HC3,HD3,OT3
CBV15C-0061,Train,CB12_PARTITION_V1,12026,a097a5e0a6043aabf574f25c26ce73cdfc0f4f369f91fdc0d0a39328161603c4,ce4cf06eda08eab3d2994c5dc047185eb866ba9687a6c8ff05f82d5d0b9e3319,False,V15C-HC5-HD7-OT13,HC5,HD7,OT13
CBV15C-0062,Train,CB12_PARTITION_V1,12026,e630a58df43830f50296076b5654cd1bbc1f2f5294c91d52065937b5bad78319,84d522529b2965dc0d50aa897bcec84d12a8e8fb1f118ae382951a9b891ce79c,False,V15C-HC2-HD4-OT5,HC2,HD4,OT5
CBV15C-0063,Train,CB12_PARTITION_V1,12026,0dc443c27e95b003d4e0b2b3c45b5becd86a8f8c75742abbd9816774fa063c4b,e242041f39be324c9cca0a787a65246a1ab84fdf6e590e4656b0e9216fe914eb,False,V15C-HC6-HD5-OT15,HC6,HD5,OT15
CBV15C-0065,Test4,CB12_PARTITION_V1,12026,59c6b1f1ebf0a45cc04464b36605dccceaf6e80cb03d356d2c4e626151052d21,f4f6d29387fc27d75d96d13a297cab7d2b0b8cea5892e0ca46f08e924e83066d,False,V15C-HC8-HD1-OT12,HC8,HD1,OT12
CBV15C-0066,Train,CB12_PARTITION_V1,12026,0b11c1064ee80aebaf4a002b2971e7e089ad1574c9865ff3d938c125e951fdfc,4d430992ed727e0883ed48abe587695d695470d29d0a89d9c333fec83536a50c,False,V15C-HC7-HD6-OT8,HC7,HD6,OT8
CBV15C-0067,Train,CB12_PARTITION_V1,12026,95fa53f7f6aca3da464ef7df3b270fb11d5c6941bb5dfe0e06621a397ef7f9be,450e2a22665bfb954eb80d8bff0e1e8bcd156cb197d5ceb82dadddadc3e4c34a,False,V15C-HC4-HD3-OT15,HC4,HD3,OT15
CBV15C-0069,Test1,CB12_PARTITION_V1,12026,721ce928cc97104c3fc88800c8a7f8d84486e6bf061ba053d38c859c50de693c,c650367d8a6290d90cc190239bc9716539c08e0251cbd364996adda8db248caa,False,V15C-HC9-HD7-OT11,HC9,HD7,OT11
CBV15C-0070,Train,CB12_PARTITION_V1,12026,8d87edf4bb476b1c922fbfac59bd89b9d020d63f718efe523e13ac3677f9a2ae,e5b6b191dda0e25aff0b8aeadd62f9cadc66ec94f3209f2249e133eca5be2a3e,False,V15C-HC5-HD3-OT8,HC5,HD3,OT8
CBV15C-0071,Test4,CB12_PARTITION_V1,12026,f55abb3c1cf302d1ec50a3eef285a90414fcb60065c69111789da4cf0888db83,0ea818b15db3868f9edef8519cd2e6d743d90d63eb68f91f972e1c437c30bb37,False,V15C-HC6-HD1-OT14,HC6,HD1,OT14
CBV15C-0072,Train,CB12_PARTITION_V1,12026,1f7947fea09e675fe7d658152650914f81dd690c7ae1d77940479478a5b0a3f0,5e81451be2a99f864afc3c0f6df620f50f194d6c98bd83a5c985fa9e5d42d8c6,False,V15C-HC2-HD2-OT3,HC2,HD2,OT3
CBV15C-0073,Train,CB12_PARTITION_V1,12026,84d6305c34b37e963a7165844cdf1cf7bbc228a1f1087b4a92f0a464cabba559,1f2658e4ffc06512370437340948773ac0f594d98a81458d0a44f87bc1612ee4,False,V15C-HC3-HD4-OT2,HC3,HD4,OT2
CBV15C-0074,Test4,CB12_PARTITION_V1,12026,fc2e82b26892589de91ee5e704051311f9063e304f3e7a5fe1426463ce8c91db,9c0f4ab6041690575cc5b0cf99f83eda30ffe837bc06b91a666e83d5e15cb0e7,False,V15C-HC1-HD5-OT5,HC1,HD5,OT5
CBV15C-0075,Train,CB12_PARTITION_V1,12026,d29381672cbd465ff904b2dcca7991ff4ca17e482eb5f66489fbeb3d7e2814fc,7f1fe0ac25519ffc4ab12eae37a0db7cae269b73d6b6a34deb60e17d25778a96,False,V15C-HC7-HD6-OT14,HC7,HD6,OT14
CBV15C-0076,Train,CB12_PARTITION_V1,12026,b52336ee6921297d541f854666b6916f3346457cf3e5bc42bbb7ab932011fd75,cadc336b6845ee2c7993fb6c75315477f0bba7d0f42dc71147871330f563e4ea,False,V15C-HC8-HD3-OT8,HC8,HD3,OT8
CBV15C-0077,Train,CB12_PARTITION_V1,12026,4804904a04c70e3a5a77ee6317077768fb3447809140b0f148e3c57f489862c8,1d74af7dc2b42cbe8dad1fe3897218d6c3c7b7da536123cfcdd353e39f1f4129,False,V15C-HC5-HD4-OT13,HC5,HD4,OT13
CBV15C-0079,Test1,CB12_PARTITION_V1,12026,e3e55caf8d8299666198ed43ab58d8eb62e9a673ee8e0e1c37bd85a3a3977159,d59da6ec914b89f73fa56924f6736db605b8729e0e955cb52556abd4f28f95be,False,V15C-HC6-HD2-OT10,HC6,HD2,OT10
CBV15C-0081,Test2,CB12_PARTITION_V1,12026,f96f505700f84bddabe6138309e9ba00f1d4edf57e46a9fdebd50a8ad61161f1,8e619a721222f4a654dd8d1e51f9a2fb17ec30328238d640a84b4b2e29bdf20b,False,V15C-HC3-HD3-OT1,HC3,HD3,OT1
CBV15C-0082,Train,CB12_PARTITION_V1,12026,bd9640da8074e88803b51f970429e07ba33ba153ed1c0317941714f51458e3d7,8e2ce490b718458bd0ba93cb6eadffcc8f2a93ed1955f5aceac90a506325577e,False,V15C-HC9-HD7-OT2,HC9,HD7,OT2
CBV15C-0083,Train,CB12_PARTITION_V1,12026,96f256a2bfe7f0b2b1bd296326f72b598b458c0a1980caffcf80a1f9f2ff416a,bc4a3d155cd9fc8bb2ca63da4922b82760e942ceabdaf668dc88bd6abc2ed131,False,V15C-HC5-HD4-OT7,HC5,HD4,OT7
CBV15C-0084,Train,CB12_PARTITION_V1,12026,dcab857be5e054fb3040c38ae321bdcb29400053ef27a5af6ad43aa7b98cf852,34dc473a9d83a12d67e10b5209850146e7507df0145fd9c79db3eb5e1df812d3,False,V15C-HC1-HD5-OT14,HC1,HD5,OT14
CBV15C-0085,Test2,CB12_PARTITION_V1,12026,0cfd7d5fa5b613f4cb91f9c92f75eaa4963c8c925fe4e19b61fd99a5747c6e2a,b0f91a52d7c1188cb1e75b1f11d2328229db685bd3f5c4b4e520d4657e52397b,False,V15C-HC8-HD1-OT14,HC8,HD1,OT14
CBV15C-0086,Train,CB12_PARTITION_V1,12026,08edb64f7f66831183f8c7b000281b519dc5c6cf3735c56081b9af1e7a4122de,ef6aec908bfa8d2186d73bd2a4c2a5191462f3c913bd65fb5884f80eda45a29c,False,V15C-HC7-HD2-OT11,HC7,HD2,OT11
CBV15C-0087,Train,CB12_PARTITION_V1,12026,133430b5b1580e0bea73897ab8b47f2f4dcc238f16f5522c2b01519dcc0d1bb7,b818668813cd0284aa0043ac4e87cf1ac06301fa1e83839e42b400ecebcee858,False,V15C-HC3-HD3-OT14,HC3,HD3,OT14
CBV15C-0088,Test3,CB12_PARTITION_V1,12026,c8b651be8f7fb0093da0e657544229b3d62c55a51c73ecb49007131a958f6a03,b029ef4cebf8efc6b0aff5fc4014962a04df487a4f4a0864e20bf4a0abd563b8,False,V15C-HC2-HD4-OT4,HC2,HD4,OT4
CBV15C-0089,Train,CB12_PARTITION_V1,12026,a734376eacdeb440e477767314d64ae56875fb5ee52b40e6c5f7eaf3eedca13c,1bca31f95e388de33c980bfbb9d7b33d83d855b1d68e8647c3c475f721b39842,False,V15C-HC6-HD6-OT8,HC6,HD6,OT8
CBV15C-0090,Test1,CB12_PARTITION_V1,12026,6e743d6642b5aae124e1196757ca9ac7d4e33141df70a11f99ec93ad21efa9dc,74ff14c2919bb8fda6c29727f159944f39a834863a514c154906171c4dcd0099,False,V15C-HC5-HD1-OT14,HC5,HD1,OT14
CBV15C-0092,Test3,CB12_PARTITION_V1,12026,8d2e4765ce94cd585f1cfc77e7ff98a20d6f18df5b97ed92bc2b875f1b4162fc,ac4c5c9289961f6e8b497bacee492958532fceefc1dba7149ec7de73c930fb27,False,V15C-HC3-HD2-OT6,HC3,HD2,OT6
CBV15C-0093,Test3,CB12_PARTITION_V1,12026,7252c905bfd66206d26cf74932db5c4029de671939e15e7504f812d53a5b3843,03163faeeb8958de283d14881fb4deb4263e5b83a8fce7d91a4b76f2553e1b9e,False,V15C-HC4-HD8-OT9,HC4,HD8,OT9
CBV15C-0094,Test4,CB12_PARTITION_V1,12026,3e80f32790336c48cd8a639f5fe172f719c5266eb2987aebf5ab820421621e2e,45b5a6331b912504f909ea73313ed6c1a7db7505577a162f1a6db2ffb0c2a1af,False,V15C-HC1-HD3-OT6,HC1,HD3,OT6
CBV15C-0095,Train,CB12_PARTITION_V1,12026,6fcc38f4edb080add9f9897f71c1e6aec23a77ac1a08ac6c49be84976faa499f,51cd2a560df6a28644d540e3a1e60c94a33f43942757d315805373817f8bed08,False,V15C-HC7-HD5-OT6,HC7,HD5,OT6
CBV15C-0096,Train,CB12_PARTITION_V1,12026,8076b61ac45c85f2b066b871ccf3bbde925ac2e310c8a278dc819e2230ef3c0d,61d91ab101b3438337b89a67c943ae8cedb80ee8e21fd42d49dcc0d312bd9be8,False,V15C-HC8-HD6-OT5,HC8,HD6,OT5
CBV15C-0097,Train,CB12_PARTITION_V1,12026,c2fad1dd3039585e382eb379782eef18e6ae7ed1fb0ee9bc552bec423f63bac6,58a18da5ea3060299e3d870ec18946ae90dc072de0d20b25bde39aa2e71eb6de,False,V15C-HC6-HD1-OT5,HC6,HD1,OT5
CBV15C-0098,Test4,CB12_PARTITION_V1,12026,404783a65d69d58e94b850f0ceeb4d1cb3383719ceb627e4542ff20dfc993ecc,908e9ec5c68f18133469c0c131fac2678f6fe8098efad72c93f10f8b2ca3622f,False,V15C-HC2-HD4-OT5,HC2,HD4,OT5
CBV15C-0099,Test4,CB12_PARTITION_V1,12026,c56e100f6d43e1c85d5aeb4fe78f02a840199473b0916c183b76e5a09527c574,181c706183db1464f7c917ad7aebc384f0830e618f3f818704453b90b2476fd6,False,V15C-HC5-HD2-OT6,HC5,HD2,OT6
CBV15C-0100,Train,CB12_PARTITION_V1,12026,47f8f4e49d10dd0e975d58fc4caff60a9fdc241132660dde9a0c94ff7cd136ea,95019dfb0edb49518bad28ab5578ffe4ea1234dcdbff99f08678f27a462f4023,False,V15C-HC3-HD3-OT15,HC3,HD3,OT15
CBV15C-0101,Test2,CB12_PARTITION_V1,12026,0355240c8ab9821e16abf9107d60a87f5f3663a5f1e4cdee60d7ca67e4c7a58d,ed04108cfe2d626c37d0e18051de9442a808b8e891e9e24ccd74a6df43bb39df,False,V15C-HC1-HD5-OT5,HC1,HD5,OT5
CBV15C-0103,Train,CB12_PARTITION_V1,12026,04977c0420b7d3fc620732b1ccc01353e74fbdcfbe5cd6a3ccf8765c47dd07e4,1546e82ac24de262e49e907eff1b21f98c048705c302c2c2760f815e931c2126,False,V15C-HC6-HD8-OT8,HC6,HD8,OT8
CBV15C-0104,Test1,CB12_PARTITION_V1,12026,75df1e2917c13bd2a0ba6e3ece4a1e3e84e7eb0e8a3f67ff8a94d6bf7b673599,bbfd981b5af5b08f006c4b3003751c47a0410a2f46e7223f839e8d8ad345e260,False,V15C-HC3-HD2-OT3,HC3,HD2,OT3
CBV15C-0105,Test2,CB12_PARTITION_V1,12026,829a140e55c78a55bb0ceefda15d128c1414f9c82f3a1418bcd66da16eb8e679,3afcc11a8acf6a292e079fae055e82a732faa56467dd6fe1b4b936af05ce9be7,False,V15C-HC4-HD4-OT1,HC4,HD4,OT1
CBV15C-0107,Test3,CB12_PARTITION_V1,12026,69a0fe70b9d470769da7e6d30e6422633d6654b195218eba8041e818286c770e,df57be180a9f35d80420a4097d78a7a838d101db1f0f912be9f1fe1068ac7257,False,V15C-HC9-HD7-OT13,HC9,HD7,OT13
CBV15C-0108,Train,CB12_PARTITION_V1,12026,aa8a352d4b3a28b3687e54e9ef5632e06fc75383d4d38385ae895d563d46f075,7e8ee0c9938587f79542d540aa1714c6d850421af56852fcb5c01a5be842f451,False,V15C-HC8-HD6-OT12,HC8,HD6,OT12
CBV15C-0109,Test1,CB12_PARTITION_V1,12026,501d2bb43fae91a151272882b4298c5d928ed5ce31ce8f9d80fd91169d69da84,3848d797c5847e84dba1e580be469a00d6fa68afec2ca63677e1ac755a8935bc,False,V15C-HC7-HD3-OT8,HC7,HD3,OT8
